eps_true,nc_hat,ionic
5.91,2.2241990850012967,0.9629384302793946
4.22,1.68842757528808,1.3692123230068147
7.36,1.989900491919277,3.4002960322594196
5.15,1.9450907487927147,1.3666219789609966
5.76,1.8796167512934228,2.227040868257159
4.2,1.871052637157904,0.6991620289844533
6.36,2.419058701100439,0.5081550006302562
5.05,2.0143748208185657,0.9922940812521714
3.27,1.6657606290439577,0.49524152672707844
4.78,2.1140256570123195,0.31089552149363087
6.88,2.433799924097614,0.956617929462448
5.61,2.0608513387447425,1.362891759594003
4.32,1.5985330966716123,1.7646919388454663
3.64,1.8265236383518837,0.3038113985417974
4.54,1.9931856163564823,0.5672110987496297
3.92,1.8442522698084785,0.5187335653062752
4.8,1.9299468182752246,1.0753052786293371
8.28,2.534953736531767,1.8540095536436327
3.53,1.7149532380217443,0.5889353913987345
4.55,2.051684863139675,0.3405892223635325
4.62,2.446410853117154,-1.3649260622494008
4.0,1.8849161321809509,0.44709117464400405
6.11,2.1753901085660208,1.3776778755531165
4.5,2.042433315597191,0.32846615133866486
4.1,1.9081597400157067,0.4589264065831906
3.9,1.775485465883714,0.7476513604356909
4.45,1.905971913053369,0.8172710666516809
3.7,1.815490632983722,0.40399376154836464
5.23,2.0879886767540645,0.8703032857468109
6.5,2.7197528347428905,-0.8970554820919885
4.2,1.9488267856934471,0.40207415936374735
6.34,2.120950477289015,1.8415690728874994
3.87,2.072798311082169,-0.42649283842509256
4.65,1.7623023044627772,1.5442905876851851
5.29,2.0236462922073897,1.194855684035284
4.45,2.0289793044899627,0.333242981951428
4.56,2.036192289956632,0.4139209583211674
3.39,1.6685422245000479,0.6059668450604319
4.03,1.772036656356868,0.8898860885275717
4.19,1.9490845021813583,0.3910696033564469
6.57,2.3186163095790193,1.1940184089541699
3.59,1.7627047310945165,0.48287203097700804
5.22,2.179772631330329,0.4685912757032522
3.09,1.6395791364297598,0.40178025538424267
6.22,2.2871339560864667,0.9890182669162675
4.49,1.7847373739738046,1.304712505941088
3.53,1.6522151513746581,0.8001850935680155
4.42,1.918178849752407,0.7405899003625325
3.53,1.865628447553358,0.04943049567964719
9.09,2.131375827263257,4.547237082957867
4.43,2.0884546913903455,0.06835700200965622
3.78,1.7518508922068003,0.7110184514742373
5.75,2.359086474568807,0.18471100550651798
4.67,1.7364064543263207,1.6548926253738951
5.34,2.3537068796071674,-0.19993607511010936
3.82,1.8203020786446007,0.5065003424821457
4.18,1.8607747692761079,0.7175172580254472
3.96,1.8900460667339218,0.38772586562363154
5.47,2.3813480248274126,-0.2008184153494197
3.37,1.625420168960961,0.7280092743349207
3.32,1.6455907666042946,0.6120310288666899
3.78,1.6877456999439506,0.931514452320704
3.9,1.6235577688145275,1.2640601713219932
3.16,1.6546314206093968,0.4221948619321294
4.8,2.0157150056144064,0.7368930161409137
3.59,1.7490540453633738,0.5308099463980169
3.72,1.7680995987237222,0.5938238089930126
3.82,1.778002360418231,0.6587076063471993
4.42,1.9569163232851214,0.590478503660242
3.65,1.8348692095415353,0.2832549838764211
4.85,1.9929187339669052,0.8782749198037472
4.38,1.9386768519574065,0.6215320636845201
3.46,1.7928433679571991,0.2457126579718869
7.17,2.5226584625701625,0.806194281223144
3.5,1.5654804682217924,1.0492709036160774
6.47,2.3223843469998204,1.0765309448102176
3.03,1.681008050306764,0.20421193480385202
3.93,1.7319542847794194,0.9303343554342103
5.02,1.7852802936315308,1.8327742731709145
3.73,1.6040753494120081,1.156942273408744
5.34,1.9785751801819342,1.4252402563680264
3.8,1.5605397091275226,1.364715816236187
6.14,2.104967646609976,1.7091112067252583
4.09,1.9630177818369579,0.23656118819190963
5.07,2.025176432840647,0.9686604158668324
3.65,1.836856181399997,0.2759593688526212
3.92,1.7621606026975987,0.814790010300436
3.82,1.85771402443538,0.3688986034161039
5.35,2.027682605786586,1.2385032501905195
4.05,1.7616437379928207,0.9466113403906817
4.39,2.153064594012462,-0.24568714599004782
5.13,2.347449252912366,-0.3805179949988249
3.79,1.6841692653279818,0.9535738857246061
3.69,1.6767860311118004,0.8783886058683366
5.49,2.1925641605645128,0.6826624018080336
5.43,2.218044417728242,0.510278960984583
3.61,1.7069424248416372,0.6963475582757517
4.89,2.0883418937085385,0.5288281349818353
3.2,1.7541244246542156,0.12304750283151744
3.97,1.7948349274568742,0.7485675831808773
3.36,1.6915784329172827,0.49856240528911
4.11,1.866450082443255,0.6263640897475669
4.2,1.8928819607453315,0.6169978826849092
4.07,1.968539761707249,0.19485120657756738
3.47,1.7443927699070152,0.4270938642961313
4.84,2.2167446208812773,-0.07395671420607819
3.9,1.8629753376256788,0.4293228913984879
6.66,2.429922178964684,0.7554782041755228
4.17,2.1649317495698033,-0.5169294802953699
6.31,2.385037102799041,0.6215980182719569
4.54,2.0337639812596926,0.40380406853072515
5.23,2.0551939313999243,1.0061779043369237
4.17,1.7411786754636793,1.138296820110547
3.85,1.8187188078403833,0.5422618980076548
3.99,1.6886064822142253,1.1386081482240997
5.85,2.1749824506633617,1.119451339306397
4.35,1.9412315171282781,0.5816201969078434
6.0,2.020033182192349,1.9194659428418523
5.95,2.172748249429415,1.2291650446014133
4.41,2.1260677605620115,-0.1101641225011667
3.89,1.9420507768920174,0.1184387799731117
3.05,1.5724637256043406,0.5773578316585168
6.46,2.2829695940780574,1.2480498325150693
4.19,1.7513565041869943,1.1227503952419111
4.0,1.8553126490582657,0.5578149742444007
3.31,1.5887520234508632,0.7858670079807881
3.03,1.6558161068663788,0.2882730202418684
3.71,1.8404841318256864,0.3226181604978495
4.38,2.0282110773058246,0.2663598258939466
5.33,2.2937552464043462,0.06868686959253711
3.14,1.7562079895832488,0.05573349732396382
3.25,1.6606232375505634,0.49233046290708504
5.67,2.1966519264451994,0.8447203140445945
4.71,1.9120627575437914,1.0540160112140322
4.57,2.1929344397522037,-0.23896145705131122
3.58,1.8981053161774601,-0.022803791301135856
4.54,2.2406423615461524,-0.48047819235511824
5.02,2.2254572902304197,0.06733984936027682
4.26,1.8548351676556374,0.8195865008278833
6.72,2.1687100601424545,2.0166966750369113
4.44,1.9858597079364249,0.4963612203946579
5.0,2.023497724270387,0.9054569598725646
4.49,1.9120294565028617,0.8341433574653716
5.23,1.9933877280419656,1.2564053656916911
4.16,1.8835368353615984,0.6122889898360149
3.51,1.6432637609684395,0.8096842118878591
3.47,1.5595280050044285,1.0378724016069074
3.96,2.0158747799714196,-0.10375112852481916
6.46,2.5703556648227037,-0.14672824368616322
6.78,2.435457571301786,0.848546418388807
4.64,1.9356954115169926,0.89308327383206
4.03,1.8437297554512537,0.6306605888636603
6.19,2.2033268657646117,1.3353507225998928
4.32,1.917132749811108,0.6446020196017002
4.55,1.9870811880970831,0.6015083519106845
3.41,1.8017887526886405,0.16355729068471314
5.39,2.3024380995841307,0.08877879758341667
3.73,1.7049536839108002,0.8231329357189914
6.22,2.307707863004191,0.8944844190286299
4.57,1.99189104745954,0.6023700550505371
4.04,1.592756973178009,1.5031252243928273
4.43,2.2496327352997176,-0.6308474437320895
3.91,2.070659035733501,-0.37762884226479265
2.61,1.6148691402309874,0.0021976599296316124
3.93,1.8512127025419254,0.5030115299474209
5.64,2.1420447082201446,1.0516444679860752
3.54,1.6380260607547996,0.8568706242881134
3.67,1.703257930231643,0.7689124231030191
3.34,1.6879181823791958,0.49093220959371164
3.8,1.7906902526369308,0.5934284191110848
5.73,2.0558078408005436,1.5036541217030077
3.79,1.751908320710431,0.720817235825558
4.61,2.1855125851710056,-0.1664652599408516
4.24,1.8398888449871733,0.8548090380917657
3.85,1.8227788966349097,0.5274770939824216
