id,target
1,4.236426325082769
2,2.534435038881917
3,329.0687458292294
4,-29.279048057565696
5,4.487826053012236
6,6.7040490404662805
7,5.281989785502681
8,68.08705905200033
9,81.11698690076696
10,48.329139754243656
11,32.111667601399795
12,-7.270277443169825
13,255.619518455633
14,195.53562772933458
15,3.5001267919738437
16,259.34207257586036
17,2.8179204417799317
18,91.3312054891617
19,3.4181979209804965
20,7.165724492793283
21,-64.66315690743437
22,61.1147063674061
23,3.4653147970324474
24,2.744980204841999
25,37.7373052803824
26,85.1348382074745
27,1.1943369573531513
28,149.2441441496962
29,43.892867896121395
30,3.6821668170516104
31,6.345119007709249
32,31.090617911221276
33,48.71203300539095
34,4.096676943437259
35,2.3598007695911263
36,6.158762337627305
37,276.62128854467767
38,254.59431623326134
39,56.93354598373082
40,124.77663056245495
41,-50.43372481048061
42,3.280205694652209
43,5.955067665205755
44,4.728310133306966
45,111.95446059825704
46,41.19845953418532
47,2.9178292403500836
48,-87.18763768042945
49,3.90755058114398
50,1.8058187098516296
51,248.65624536257576
52,3.2086556224732954
53,2.5912790112009585
54,58.81574435093749
55,2.906769185164461
56,3.8948635310083333
57,5.7090637944379505
58,179.35682053240504
59,253.78867235131713
60,6.759677864062642
61,2.427766646315388
62,235.22640345785794
63,6.700224497485722
64,2.846820985534171
65,2.8071092971711407
66,4.51980070205599
67,5.255946301999
68,222.58856558863454
69,133.62801010735006
70,2.14842059107977
71,2.436065786658376
72,2.490154551757562
73,29.858440108091735
74,238.32870784140033
75,201.90533056352146
76,6.32242611447314
77,5.800092300563575
78,156.69734837083726
79,293.1409119938828
80,3.766144492038566
81,43.77374330193379
82,4.552928109320177
83,157.78454367030196
84,46.210724323847046
85,17.345612875031854
86,2.3720323944996142
87,57.8185134059967
88,182.3415460829878
89,6.014864588896989
90,5.5020679735023705
91,50.636271685838
92,60.54293207465746
93,29.947043223050947
94,4.9834894247496715
95,3.9880205976483216
96,3.0351715175504843
97,7.34130531971056
98,210.33724712073274
99,77.16292787649783
100,276.4833648987629
101,5.1437689019094766
102,253.7065490349985
103,3.754573237925004
104,6.453233675273843
105,137.5648358532133
106,-8.96500242838734
107,291.1742010642849
108,2.6592753474908792
109,174.9618515877537
110,3.283974770374436
111,59.29210556108359
112,2.112072682548156
113,167.472816646899
114,6.308648573638082
115,5.331088160078026
116,387.7192675015296
117,200.25449621673158
118,184.46488237523863
119,222.3395418706035
120,348.7184814746113
121,138.93133997108066
122,3.7291899064718326
123,116.51008437471954
124,234.98870578839944
125,122.46196266869987
126,6.360055358657666
127,148.64456080814767
128,3.0592223329363026
129,216.10419574650774
130,85.10392027460458
131,73.62671087087907
132,15.542133452655424
133,-65.66210838018807
134,326.3656832275569
135,6.259830101478482
136,1.913859109414592
137,135.1178429217241
138,5.829277740519933
139,198.9686552250485
140,286.08258610642275
141,51.38836155420018
142,-14.66914082956387
143,88.72767452472151
144,9.071134230112861
145,6.866442958485702
146,169.7765650255751
147,216.0452502401187
148,1.5678086794307813
149,157.37347579809654
150,67.90101988875347
151,281.91158151949384
152,257.60493148499745
153,181.5930450901849
154,6.954073884347145
155,4.205982657905455
156,216.39396176419015
157,130.96355164269926
158,130.1540314740505
159,134.03015798858723
160,6.402913678078329
161,52.081587766724994
162,4.717408975109442
163,290.2140511130084
164,3.009043240079464
165,49.95181077762109
166,212.78822433778453
167,279.5110938880283
168,6.819921101041462
169,2.1202882888193626
170,231.38760742214671
171,2.8517482976011923
172,4.355603945463574
173,-50.328556668610325
174,3.9045687783853684
175,5.731184529777116
176,141.66715121351376
177,91.59852138354589
178,344.7186369299626
179,154.63922647532524
180,240.78648083495972
181,5.563689445811508
182,2.544556462044936
183,311.7546088607147
184,6.360272045793583
185,1.6407791677390589
186,3.8740554382816663
187,2.642342913533992
188,3.987975341367614
