polymer,smiles,n_variants,pred_canonical,mean_pred,std_pred,std_pred_graph_only,max_dev,viol_rate_0_5sigma,viol_rate_1sigma,viol_rate_2sigma
0,*CCNc1ccc(*)cc1,30,0.9119581478451286,1.0058659902229714,0.096048901814049,3.3306690738754696e-16,0.31408797454991455,0.0,0.0,0.0
1,*CNC(=O)NCOCO*,30,1.001944310975672,1.061012351912083,0.08513085346365146,4.440892098500626e-16,0.2850892875147568,0.0,0.0,0.0
2,*COC(=S)O*,24,2.29806061001982,2.450592983867886,0.21195186364419152,0.0,0.5650865040771631,0.041666666666666664,0.0,0.0
3,*C(=O)c1ccc(C(=S)c2ccc(*)s2)cc1,30,3.914867316697678,3.704748067960838,0.12099638605297953,9.930136612989092e-16,0.4834639164046717,0.0,0.0,0.0
4,*C(F)C(*)(F)F,30,1.5480664857668476,1.6293680782273292,0.06482492388154887,4.440892098500626e-16,0.18791795186084448,0.0,0.0,0.0
5,*NC(=O)C(=S)c1ccc(*)cc1,30,3.618405927089796,3.433500295703662,0.33361993430848935,0.0,0.7164944978875423,0.03333333333333333,0.0,0.0
6,*CCOC(=S)NC(=S)c1ccc(N*)cc1,30,3.1392090765141196,3.0940543590678233,0.2067916232799322,0.0,0.5124283917086094,0.0,0.0,0.0
7,*Cc1ccc(C(=O)O*)cc1,30,2.167827019918284,1.9138293623299163,0.15380221417664575,0.0,0.43448789867033044,0.0,0.0,0.0
8,*CNCCNC(=O)OC*,30,0.8791911773111204,0.9433319327159572,0.09458106996940681,1.6467268631127714e-16,0.24747246394336797,0.0,0.0,0.0
9,*CCc1ccc(O*)s1,30,0.7673465297720465,0.9758421100536631,0.06802341391649823,7.850462293418876e-17,0.4315814667713025,0.0,0.0,0.0
10,*CNCC(*)=S,24,2.6375883924789076,2.594830230307388,0.1730011803753518,0.0,0.486504050354597,0.0,0.0,0.0
11,*Cc1ccc(CO*)cc1,30,1.165225338320925,1.1283939107441905,0.08111972601201717,0.0,0.23129301441178174,0.0,0.0,0.0
12,*Oc1ccc(Cc2ccc(*)cc2)cc1,30,1.2327696319169423,1.3444917741265563,0.11212673063567899,2.220446049250313e-16,0.44145357149061604,0.0,0.0,0.0
13,*CC(=S)C(=O)O*,30,3.8709745830992626,3.3068768685302032,0.31328511951610993,1.3322676295501878e-15,1.1320854256655606,0.6,0.03333333333333333,0.0
14,*C(=S)C(F)(F)c1ccc(C(*)(F)F)cc1,30,3.99412562840755,3.4310834108825623,0.2238502617186474,8.881784197001252e-16,0.9168824560723539,0.43333333333333335,0.0,0.0
15,*NC(=O)c1ccc(-c2ccc(*)cc2)cc1,30,2.3816699974954867,2.1772400532570244,0.2235637188119781,4.440892098500626e-16,0.5519777872697933,0.0,0.0,0.0
16,*Cc1ccc(NC(*)=S)cc1,30,2.0042415474807016,2.2762264281740454,0.18557818973065981,4.440892098500626e-16,0.7293927217252754,0.06666666666666667,0.0,0.0
17,*Oc1ccc(C(F)(F)C(*)(F)F)s1,30,1.9071546921232916,1.8801057182628067,0.07447176316780085,2.220446049250313e-16,0.2146864511480726,0.0,0.0,0.0
18,*c1ccc(-c2ccc(-c3ccc(-c4ccc(*)s4)cc3)s2)cc1,30,2.8407249362078186,2.293807731935597,0.09113050512805945,4.440892098500626e-16,0.7188410182811582,0.5333333333333333,0.0,0.0
19,*CCOC(=O)c1ccc(C(=O)O*)cc1,30,2.247202373776503,1.7592158971193528,0.27361920502856535,0.0,0.8331410123195748,0.4666666666666667,0.0,0.0
20,*CC(=O)C(=S)C(*)=O,30,4.824445660492444,3.961255835498835,0.4661991625410391,0.0,1.5510104947228358,0.5333333333333333,0.5,0.0
21,*OC(F)(F)C(=S)C(*)(F)F,30,4.414444109507843,3.3558451869535295,0.4556738782788054,0.0,1.5314670083584319,0.8,0.6666666666666666,0.0
22,*OC(=O)c1ccc(C(*)=O)s1,30,3.3753157451941744,2.9120460427180133,0.2535236726058023,8.426000324584082e-16,0.9974098009503884,0.3,0.0,0.0
23,*CNc1ccc(N*)cc1,30,1.0388371194214197,1.0726009212452141,0.13645379975614447,0.0,0.39802417287834,0.0,0.0,0.0
24,*Cc1ccc(-c2ccc(-c3ccc(*)cc3)s2)cc1,30,1.812052203001519,1.5200317309527855,0.103729061828015,4.440892098500626e-16,0.388644690065181,0.0,0.0,0.0
25,*Cc1ccc(Oc2ccc(*)s2)s1,30,1.352788870944358,1.3827643455801242,0.09443552822228768,3.7155169009665004e-16,0.25854465150942185,0.0,0.0,0.0
26,*CCOCCOC(=O)O*,30,0.49944234374829555,0.718342203881008,0.114218842244166,5.73316704659901e-17,0.5656129153147886,0.03333333333333333,0.0,0.0
27,*C(=S)OC(=S)c1ccc(*)cc1,30,3.7603817556899695,3.7044890177431813,0.18855868496457265,1.3322676295501878e-15,0.46561114294573214,0.0,0.0,0.0
28,*Cc1ccc(Cc2ccc(*)cc2)cc1,30,1.0389955997452922,1.157723802440688,0.0775287586887518,2.220446049250313e-16,0.37701674454699075,0.0,0.0,0.0
29,*CONC(*)=O,24,1.2504338648627895,1.3319585728407475,0.11732734012033558,0.0,0.3034631083689989,0.0,0.0,0.0
30,*CNc1ccc(O*)cc1,30,0.7609548559677781,1.0442199413774282,0.11042035694038094,1.0335613878656588e-16,0.5873063512880685,0.03333333333333333,0.0,0.0
31,*Oc1ccc(Oc2ccc(*)s2)s1,30,1.7895009479728232,1.7895035289055714,0.05794564198643617,4.440892098500626e-16,0.16366778798515114,0.0,0.0,0.0
32,*CCC(=O)N*,24,1.3677218241849258,1.383865612919773,0.08951378480797981,0.0,0.23250299333494095,0.0,0.0,0.0
33,*Nc1ccc(NC(=O)NONC(*)=O)s1,30,1.372760783251089,1.5275682975027072,0.11618574238405413,1.5700924586837752e-16,0.446950368594611,0.0,0.0,0.0
34,*C(=S)C(=O)C(F)(F)C(*)(F)F,30,4.955959406362456,3.871911680612772,0.32065950868342863,8.881784197001252e-16,1.7105991451296747,0.9666666666666667,0.4666666666666667,0.0
35,*Cc1ccc(-c2ccc(C(*)=S)cc2)s1,30,2.8906978853443586,2.909519373598205,0.1402816823948295,1.3322676295501878e-15,0.3735966808604765,0.0,0.0,0.0
36,*Cc1ccc(-c2ccc(C(*)=S)cc2)cc1,30,2.6725967356442464,2.699819834064188,0.16314524947746206,4.440892098500626e-16,0.44075617052504734,0.0,0.0,0.0
37,*Nc1ccc(-c2ccc(-c3ccc(*)s3)cc2)cc1,30,1.9541085452737876,1.97262744683878,0.09897853018089901,5.469092794022609e-16,0.18746374090492246,0.0,0.0,0.0
38,*CC(=O)CC(*)=O,30,1.8338786490986467,1.7004964977253616,0.11829085490629543,6.661338147750939e-16,0.36088639044651205,0.0,0.0,0.0
39,*CNC(=S)c1ccc(*)s1,30,2.410982414582909,2.5277652279552933,0.19590728093938817,4.440892098500626e-16,0.5145144610220926,0.0,0.0,0.0
40,*Nc1ccc(-c2ccc(C(*)=S)s2)cc1,30,3.1574893269346855,3.037917761747492,0.21675673549830946,8.881784197001252e-16,0.6380599165213865,0.06666666666666667,0.0,0.0
41,*Cc1ccc(C(=O)c2ccc(*)s2)s1,30,2.4608011489744217,2.1428844461522885,0.26045906423198584,0.0,0.6125400667581498,0.2,0.0,0.0
42,*C(=O)c1ccc(Oc2ccc(*)s2)s1,30,2.6035168457423614,2.56142766628741,0.11747446915953298,0.0,0.32832587105796085,0.0,0.0,0.0
43,*Nc1ccc(Nc2ccc(*)s2)s1,30,1.46151844047106,1.504323213064025,0.0921678971909298,0.0,0.3125804640180534,0.0,0.0,0.0
44,*Cc1ccc(-c2ccc(-c3ccc(*)s3)s2)cc1,30,1.9897410646691376,1.853765676361007,0.07102507472888875,2.220446049250313e-16,0.24764262080824562,0.0,0.0,0.0
45,*Cc1ccc(NO*)s1,30,1.3904458210394468,1.278475766423552,0.061731909645562424,4.440892098500626e-16,0.19247065234872252,0.0,0.0,0.0
46,*CC(=O)O*,20,1.2501451541059723,1.2367300015556708,0.10750053791414041,0.0,0.2424346928767358,0.0,0.0,0.0
47,*CCCC(*)=O,24,1.2696884595064564,1.3092068650700213,0.09086305740826177,0.0,0.2519437198177896,0.0,0.0,0.0
48,*Nc1ccc(Oc2ccc(*)cc2)cc1,30,1.109457452985748,1.3985574681473583,0.1581675463767935,0.0,0.6142889490569958,0.13333333333333333,0.0,0.0
49,*Cc1ccc(-c2ccc(N*)cc2)cc1,30,1.2159999182464096,1.356702316816023,0.1384558706587393,3.4399002279594067e-16,0.550229945173248,0.0,0.0,0.0
50,*OC(F)(F)c1ccc(C(*)(F)F)cc1,30,2.3016664710290815,2.007506730423051,0.0691179302031272,4.440892098500626e-16,0.41902887116180065,0.0,0.0,0.0
51,*CC(=S)c1ccc(N*)cc1,30,2.9231024360490636,2.860595791642288,0.18117426258073402,0.0,0.5737663798090802,0.03333333333333333,0.0,0.0
52,*OC(=S)c1ccc(C(*)=O)s1,30,3.566960717219838,3.511969674988541,0.14663833810295662,4.440892098500626e-16,0.3864590495790501,0.0,0.0,0.0
53,*Cc1ccc(C(=S)O*)cc1,30,2.816445859511721,2.712243385805044,0.19442883594782975,4.440892098500626e-16,0.5314616256737477,0.0,0.0,0.0
54,*Cc1ccc(-c2ccc(O*)cc2)s1,30,1.4587257915459866,1.472692516028673,0.10968324349236931,2.220446049250313e-16,0.36554972215850423,0.0,0.0,0.0
55,*c1ccc(C(F)(F)CC(*)(F)F)cc1,30,2.168847951929717,1.879184154904365,0.09866229711472516,8.881784197001252e-16,0.4327768794305,0.0,0.0,0.0
56,*OC(=O)c1ccc(C(*)=O)cc1,30,3.221506907177004,2.7560383288226196,0.24807924426800604,7.160723346098896e-16,0.9669762440741017,0.36666666666666664,0.0,0.0
57,*NCCCNC(=O)NC(*)=O,30,0.7260756098623244,0.8756547019641431,0.14431008558375386,1.1102230246251565e-16,0.5129795034483822,0.0,0.0,0.0
58,*COc1ccc(O*)s1,30,0.8973426837156149,1.1300022889611168,0.07535648399683927,1.475664186206955e-16,0.46042554240279987,0.0,0.0,0.0
59,*Cc1ccc(C(=S)O*)s1,30,2.9687414894398403,2.8830256120188436,0.21037892770114908,4.440892098500626e-16,0.5052912497879296,0.0,0.0,0.0
60,*NC(=S)NC(*)=S,30,4.103041678093957,3.675191670908879,0.19027783435105042,0.0,0.6940052202618152,0.26666666666666666,0.0,0.0
61,*CC(*)(F)F,29,1.1884875245986206,1.2828179845256493,0.09075527475838006,1.700065629359263e-16,0.23419013541361755,0.0,0.0,0.0
62,*OC(=S)C(F)(F)C(*)(F)F,30,4.202883129528788,3.24539832617007,0.27138654258708095,2.293266818639604e-16,1.3556165673810439,0.9,0.3333333333333333,0.0
63,*CCO*,8,0.4895792042289324,0.7989265652872963,0.15422426712504822,0.0,0.5254769399791168,0.0,0.0,0.0
64,*NC(=S)c1ccc(O*)cc1,30,2.5851742508218623,2.6962751135895773,0.17458878413072318,4.440892098500626e-16,0.40200403699715404,0.0,0.0,0.0
65,*C(=S)c1ccc(C(=S)c2ccc(*)cc2)cc1,30,3.0083419421603974,3.170800197768338,0.18708247689482352,4.440892098500626e-16,0.5024406626434765,0.0,0.0,0.0
66,*CC(=O)c1ccc(C(*)=O)s1,30,3.0983702919666856,2.387688140025758,0.25685756425700224,8.881784197001252e-16,1.061296250962859,0.8,0.0,0.0
67,*c1ccc(C(F)(F)CC(*)(F)F)s1,30,2.085815963942177,1.9148008570107933,0.1285560790578123,4.440892098500626e-16,0.40811573118691524,0.0,0.0,0.0
68,*CC(=O)Oc1ccc(*)s1,30,1.4918828975255942,1.4312594303780635,0.09677432007522341,2.220446049250313e-16,0.27536545899033227,0.0,0.0,0.0
69,*Cc1ccc(-c2ccc(-c3ccc(*)s3)s2)s1,30,1.9213600462146714,1.8623332411578808,0.08523400294727146,4.440892098500626e-16,0.2796815976553606,0.0,0.0,0.0
70,*C(=S)c1ccc(-c2ccc(-c3ccc(*)cc3)s2)cc1,30,3.339548357442841,2.992490371864451,0.14163947442223185,1.3198741729282636e-15,0.7505253845920348,0.1,0.0,0.0
71,*NC(=O)OC(*)=S,30,3.7509435330415077,3.4704623406037265,0.15969840509912533,0.0,0.6411062798818121,0.06666666666666667,0.0,0.0
72,*Nc1ccc(C(=O)C(*)=S)cc1,30,3.865129079671962,3.6789646582924136,0.2813397165137908,8.881784197001252e-16,0.7660470767715646,0.06666666666666667,0.0,0.0
73,*OC(=S)OC(*)=O,30,3.160225022084812,2.9770740178992243,0.2166956504502291,4.440892098500626e-16,0.48951114184863265,0.0,0.0,0.0
74,*OC(=S)Oc1ccc(*)cc1,30,1.9907023738983802,2.1645817338557776,0.15157611818928748,2.3288234633381846e-16,0.5087366643101048,0.0,0.0,0.0
75,*OCCC(=O)CC(=O)Oc1ccc(*)cc1,30,2.090159486052278,1.8810307987150803,0.1919057957110208,4.440892098500626e-16,0.5439597595064103,0.0,0.0,0.0
76,*CC(=S)NO*,24,2.4812224146517443,2.550888423521053,0.19475525492338178,0.0,0.4602745971371722,0.0,0.0,0.0
77,*C(=O)C(F)(F)CC(*)(F)F,30,3.283861140739445,2.6972515993177706,0.1761767699142293,4.440892098500626e-16,0.9601532113128401,0.5666666666666667,0.0,0.0
78,*C(=O)c1ccc(-c2ccc(-c3ccc(*)s3)cc2)cc1,30,2.8937482508322137,2.6300667338583685,0.14675505821809806,8.881784197001252e-16,0.5300744067922811,0.0,0.0,0.0
79,*Nc1ccc(C(=O)c2ccc(*)s2)cc1,30,2.805580109165411,2.467332207710672,0.19787655475376986,1.3322676295501878e-15,0.6718060355242117,0.2,0.0,0.0
80,*Cc1ccc(Nc2ccc(*)cc2)cc1,30,0.9576882783504381,1.1368504718373107,0.08551151255740738,2.220446049250313e-16,0.4117137638035484,0.0,0.0,0.0
81,*CNON*,10,0.9775124515931521,1.103950586546399,0.06001685506685783,2.220446049250313e-16,0.22351857172427092,0.0,0.0,0.0
82,*c1ccc(C(F)(F)NC(*)(F)F)s1,30,2.072310416318922,1.801779624780964,0.05863400280368284,4.440892098500626e-16,0.36235188560232445,0.0,0.0,0.0
83,*C(=O)c1ccc(C(=O)c2ccc(*)cc2)cc1,30,2.7776940779566814,2.694829278833672,0.26566893749693254,3.6259732146947156e-16,0.5695973905418312,0.06666666666666667,0.0,0.0
84,*CCCCCCC(=O)N*,30,1.1785149795158356,1.2440727273782695,0.0745201007438998,2.220446049250313e-16,0.2762159512833475,0.0,0.0,0.0
85,*c1ccc(-c2ccc(*)s2)s1,30,2.8900358393548817,2.494366680535063,0.10888947010013121,4.440892098500626e-16,0.49147130634848146,0.0,0.0,0.0
86,*C(=O)c1ccc(C(=S)c2ccc(*)s2)s1,30,3.7360432845254516,3.568148856806443,0.10790862042078553,0.0,0.41240552244751694,0.0,0.0,0.0
87,*Cc1ccc(Cc2ccc(*)s2)s1,30,1.7400985678136216,1.678293451443812,0.06114150176380197,6.661338147750939e-16,0.1745921041926981,0.0,0.0,0.0
88,*C(=S)CC(F)(F)C(*)(F)F,30,3.596616534193705,3.2141169270654526,0.19152190538815284,8.308148362110449e-16,0.7304496680652064,0.2,0.0,0.0
89,*C(=O)c1ccc(C(=S)c2ccc(*)cc2)cc1,30,3.026021204068348,3.135008241248398,0.17431250331759193,8.542226509110116e-16,0.4311954589671858,0.0,0.0,0.0
90,*C(=O)Oc1ccc(C(*)=S)s1,30,3.739664633038046,3.41186492105222,0.19772045663517093,0.0,0.7698343378139181,0.1,0.0,0.0
91,*NC(=S)OC(*)=S,30,3.9818877565485,3.6640802829846733,0.1734758843955985,8.881784197001252e-16,0.6185802332087293,0.1,0.0,0.0
92,*COc1ccc(-c2ccc(*)cc2)s1,30,1.2695146489845626,1.3334226642001532,0.07182207932420175,2.220446049250313e-16,0.31109408242218284,0.0,0.0,0.0
93,*CNc1ccc(N*)s1,30,0.6156787462066118,0.9261780565333738,0.12188326058331521,1.1102230246251565e-16,0.6149106605057746,0.03333333333333333,0.0,0.0
94,*CCCCCOCO*,18,0.5539795674233676,0.727210372462284,0.08684982511289922,1.1102230246251565e-16,0.41567333121648053,0.0,0.0,0.0
95,*CC(=O)C(=S)O*,30,2.986686527247502,2.9541889332926377,0.31805787519168177,4.366249940491396e-16,0.9383101736649175,0.06666666666666667,0.0,0.0
96,*c1ccc(-c2ccc(Oc3ccc(*)s3)s2)cc1,30,2.1168946364012253,1.8832627349790163,0.10326246240478026,4.440892098500626e-16,0.4291860750570451,0.0,0.0,0.0
97,*CC(=O)CC(*)=S,30,3.0736335079065316,3.0707918144238424,0.2313809119159512,1.2560739669470201e-15,0.7344670349693967,0.03333333333333333,0.0,0.0
98,*CNCO*,10,0.7909134454102,0.9603167965646898,0.08540903657949207,0.0,0.32079392889068226,0.0,0.0,0.0
