eps_true,nc_hat,ionic
5.91,2.2241990850013074,0.9629384302793476
4.22,1.688427575288081,1.3692123230068112
7.36,1.9899004919192722,3.4002960322594387
5.15,1.9450907487927198,1.366621978960977
5.76,1.8796167512934259,2.2270408682571476
4.2,1.8710526371579033,0.6991620289844556
6.36,2.4190587011004734,0.508155000630091
5.05,2.0143748208185577,0.9922940812522034
3.27,1.6657606290439553,0.49524152672708643
4.78,2.1140256570123137,0.31089552149365574
6.88,2.433799924097575,0.956617929462638
5.61,2.060851338744736,1.3628917595940306
4.32,1.5985330966716154,1.7646919388454565
3.64,1.8265236383518801,0.3038113985418103
4.54,1.993185616356491,0.5672110987495955
3.92,1.84425226980848,0.5187335653062695
4.8,1.9299468182752246,1.0753052786293371
8.28,2.534953736531758,1.854009553643678
3.53,1.71495323802175,0.5889353913987145
4.55,2.0516848631396685,0.34058922236356004
4.62,2.446410853117168,-1.364926062249471
4.0,1.8849161321809613,0.44709117464396453
6.11,2.175390108566025,1.377677875553097
4.5,2.0424333155971985,0.32846615133863466
4.1,1.9081597400157118,0.4589264065831711
3.9,1.7754854658837222,0.7476513604356616
4.45,1.9059719130533703,0.817271066651676
3.7,1.815490632983702,0.40399376154843747
5.23,2.087988676754059,0.8703032857468331
6.5,2.7197528347428763,-0.8970554820919112
4.2,1.9488267856934454,0.402074159363754
6.34,2.120950477289006,1.8415690728875367
3.87,2.0727983110821855,-0.42649283842516006
4.65,1.76230230446278,1.5442905876851758
5.29,2.0236462922073857,1.1948556840353
4.45,2.0289793044899542,0.33324298195146174
4.56,2.036192289956636,0.4139209583211514
3.39,1.6685422245000487,0.6059668450604292
4.03,1.7720366563568741,0.8898860885275499
4.19,1.9490845021813619,0.39106960335643315
6.57,2.318616309579011,1.194018408954209
3.59,1.7627047310945139,0.48287203097701736
5.22,2.1797726313303407,0.46859127570320247
3.09,1.6395791364297583,0.401780255384248
6.22,2.287133956086466,0.9890182669162719
4.49,1.7847373739738002,1.304712505941104
3.53,1.6522151513746592,0.8001850935680115
4.42,1.9181788497524006,0.7405899003625573
3.53,1.8656284475533604,0.049430495679637865
9.09,2.1313758272632395,4.547237082957941
4.43,2.088454691390351,0.06835700200963402
3.78,1.7518508922068008,0.7110184514742359
5.75,2.3590864745687936,0.18471100550658104
4.67,1.7364064543263322,1.6548926253738552
5.34,2.3537068796071687,-0.19993607511011557
3.82,1.820302078644602,0.5065003424821408
4.18,1.8607747692761092,0.7175172580254423
3.96,1.890046066733943,0.3877258656235516
5.47,2.3813480248274104,-0.20081841534940903
3.37,1.6254201689609604,0.7280092743349229
3.32,1.6455907666042948,0.612031028866689
3.78,1.6877456999439526,0.9315144523206973
3.9,1.6235577688145324,1.2640601713219772
3.16,1.6546314206093955,0.42219486193213385
4.8,2.015715005614403,0.736893016140928
3.59,1.7490540453633674,0.5308099463980396
3.72,1.7680995987237207,0.5938238089930179
3.82,1.7780023604182238,0.6587076063472246
4.42,1.9569163232851203,0.5904785036602465
3.65,1.8348692095415358,0.2832549838764198
4.85,1.9929187339668994,0.8782749198037703
4.38,1.9386768519574082,0.6215320636845134
3.46,1.7928433679572031,0.2457126579718727
7.17,2.5226584625701696,0.8061942812231084
3.5,1.5654804682217955,1.0492709036160677
6.47,2.3223843469998244,1.076530944810199
3.03,1.681008050306761,0.2042119348038618
3.93,1.731954284779414,0.9303343554342285
5.02,1.7852802936315373,1.8327742731708914
3.73,1.6040753494120137,1.1569422734087262
5.34,1.9785751801819378,1.4252402563680122
3.8,1.5605397091275222,1.3647158162361883
6.14,2.1049676466099707,1.7091112067252814
4.09,1.9630177818369727,0.236561188191851
5.07,2.025176432840647,0.9686604158668324
3.65,1.8368561813999942,0.2759593688526314
