smiles,canonical,true_value,oof_ridge,oof_et,oof_lgbm,oof_ensemble
*Nc1ccc(-c2ccc(-c3ccc(*)cc3)s2)cc1,*Nc1ccc(-c2ccc(-c3ccc(*)cc3)s2)cc1,5.91,5.45160192545543,5.58319166666667,5.753226124484206,5.613936362795352
*CNC(=O)NCOCO*,*CNC(=O)NCOCO*,4.22,4.073299437674866,3.7634749999999983,3.6393533967437124,3.7910508612546407
*NC(=O)NC(*)=S,*NC(=O)NC(*)=S,7.36,5.0894582423954215,5.553041666666668,5.724619749048281,5.506662442855997
*CC(=S)NO*,*CC(=S)NO*,5.15,4.359429600772906,4.209133333333331,4.3617943406456225,4.299548570691602
*NC(=O)OC(*)=S,*NC(=O)OC(*)=S,5.76,4.857781496949282,6.383283333333337,5.724605941362998,5.787960130194306
*CNc1ccc(N*)cc1,*CNc1ccc(N*)cc1,4.2,3.9747714550939826,3.9999916666666677,3.915698342143654,3.9635848565203293
*Nc1ccc(C(=S)c2ccc(*)s2)s1,*Nc1ccc(C(=S)c2ccc(*)s2)s1,6.36,6.281604348213438,6.536458333333331,7.265965394316838,6.7408326620459205
*C(=O)c1ccc(OC(*)=S)cc1,*C(=O)c1ccc(OC(*)=S)cc1,5.05,4.468885136168454,4.659174999999996,4.9476544935648175,4.719049585475347
*CCCC(*)=O,*CCCC(*)=O,3.27,3.912739875832391,3.2280750000000027,3.4167383546384094,3.456555282007373
*CC(=O)c1ccc(C(*)=S)s1,*CC(=O)c1ccc(C(*)=S)s1,4.78,5.432498860819251,5.853733333333338,5.261427367557239,5.5408151809736585
*Nc1ccc(-c2ccc(C(=S)c3ccc(-c4ccc(Nc5ccc(*)cc5)s4)s3)s2)s1,*Nc1ccc(-c2ccc(C(=S)c3ccc(-c4ccc(Nc5ccc(*)cc5)s4)s3)s2)s1,6.88,7.640694641285823,6.610891666666662,6.411732110907259,6.779777820049963
*NC(=S)c1ccc(O*)s1,*NC(=S)c1ccc(O*)s1,5.61,5.606100555015553,5.175749999999999,5.035207409991427,5.225584810852966
*NCC(F)(F)C(*)(F)F,*NCC(F)(F)C(*)(F)F,4.32,3.47054606600031,3.774991666666671,3.6776730549778316,3.6685356273832648
*CC(=O)Cc1ccc(*)cc1,*CC(=O)Cc1ccc(*)cc1,3.64,3.707091222350158,3.7592333333333325,3.8430648926603674,3.7773711725985617
*Cc1ccc(-c2ccc(N*)s2)s1,*Cc1ccc(-c2ccc(N*)s2)s1,4.54,4.019841778151503,4.398541666666667,4.552523719789626,4.365656208808141
*CC(=O)Oc1ccc(*)s1,*CC(=O)Oc1ccc(*)s1,3.92,3.8957469922541383,4.114466666666667,4.081156159697625,4.051233872097968
*CNc1ccc(C(*)=O)cc1,*CNc1ccc(C(*)=O)cc1,4.8,4.528172285260405,4.267866666666669,4.221439190474302,4.311973061939828
*C(=O)c1ccc(-c2ccc(-c3ccc(*)s3)s2)s1,*C(=O)c1ccc(-c2ccc(-c3ccc(*)s3)s2)s1,8.28,7.504227406839046,6.111674999999998,6.753262674719878,6.669704891592923
*C(=O)NC(F)(F)C(*)(F)F,*C(=O)NC(F)(F)C(*)(F)F,3.53,4.002424480819494,3.9714416666666654,3.91671958882239,3.958887466703959
*CNC(=S)c1ccc(*)s1,*CNC(=S)c1ccc(*)s1,4.55,5.15718890918202,5.526691666666659,5.485628080629395,5.425371609031284
*OCC(=S)c1ccc(C(=S)Cc2ccc(-c3ccc(*)cc3)cc2)s1,*OCC(=S)c1ccc(C(=S)Cc2ccc(-c3ccc(*)cc3)cc2)s1,4.62,5.86450813400067,5.692366666666666,5.911248889420024,5.811858742396059
*c1ccc(C(F)(F)c2ccc(C(*)(F)F)cc2)s1,*c1ccc(C(F)(F)c2ccc(C(*)(F)F)cc2)s1,4.0,3.896924794649683,3.734975000000004,3.7070408720041144,3.7627600127699408
*Nc1ccc(C(=O)c2ccc(*)s2)cc1,*Nc1ccc(C(=O)c2ccc(*)s2)cc1,6.11,5.683344792398209,5.561233333333336,5.534404407246691,5.58009662195803
*Nc1ccc(OC(*)=S)cc1,*Nc1ccc(OC(*)=S)cc1,4.5,5.256507369331021,5.1951333333333345,4.889632334521389,5.098933936695534
*Oc1ccc(-c2ccc(C(*)=O)cc2)cc1,*Oc1ccc(-c2ccc(C(*)=O)cc2)cc1,4.1,4.567800398081892,4.292508333333333,4.449173178001694,4.413620074127602
*Oc1ccc(C(F)(F)C(*)(F)F)s1,*Oc1ccc(C(F)(F)C(*)(F)F)s1,3.9,3.007164002958163,3.8132833333333376,3.866613244367517,3.6439610290427233
*C(=O)NC(=O)c1ccc(*)cc1,*C(=O)NC(=O)c1ccc(*)cc1,4.45,4.613984259320944,4.425083333333338,4.481488208310731,4.489696701728095
*C(=S)C(F)(F)c1ccc(C(*)(F)F)cc1,*C(=S)C(F)(F)c1ccc(C(*)(F)F)cc1,3.7,3.8641995841934116,3.955100000000003,3.852600483229555,3.8967360231426484
*Oc1ccc(-c2ccc(C(*)=O)s2)s1,*Oc1ccc(-c2ccc(C(*)=O)s2)s1,5.23,5.35815566436606,5.121241666666665,5.178679862202189,5.197463476686536
*C(=O)c1ccc(-c2ccc(C(*)=S)s2)s1,*C(=O)c1ccc(-c2ccc(C(*)=S)s2)s1,6.5,7.084760921626099,6.495050000000004,6.831798951209893,6.754904066432397
*CC(=O)c1ccc(C(*)=O)cc1,*CC(=O)c1ccc(C(*)=O)cc1,4.2,4.162610625299633,4.2405,4.182047230532737,4.20112087918614
*NC(=S)C(=O)O*,*NC(=S)C(=O)O*,6.34,4.958001784410148,6.468316666666672,6.091195653620153,5.978441707909148
*Oc1ccc(-c2ccc(-c3ccc(*)cc3)cc2)cc1,*Oc1ccc(-c2ccc(-c3ccc(*)cc3)cc2)cc1,3.87,3.908507182537069,4.190516666666667,4.150015548515328,4.109872545432574
*CNC(=O)ONC(=O)NO*,*CNC(=O)ONC(=O)NO*,4.65,4.3111552702566565,4.206783333333334,4.465400457152655,4.324798128349216
*CNc1ccc(C(*)=O)s1,*CNc1ccc(C(*)=O)s1,5.29,5.686863708096009,4.49913333333333,4.584503386095969,4.807943295440234
*CC(=S)c1ccc(O*)cc1,*CC(=S)c1ccc(O*)cc1,4.45,4.8866732156004185,4.607416666666662,4.287812828175651,4.557095385481378
*OC(=S)c1ccc(-c2ccc(*)cc2)cc1,*OC(=S)c1ccc(-c2ccc(*)cc2)cc1,4.56,4.732703755963064,5.2278500000000045,4.856929747266331,4.977756413832866
*CCC(=O)O*,*CCC(=O)O*,3.39,3.8039690337109175,3.52565833333334,3.644872421013672,3.633923046311952
*Cc1ccc(C(=O)O*)cc1,*Cc1ccc(C(=O)O*)cc1,4.03,3.759431111307459,4.073941666666672,4.226290724091207,4.055484767896461
*Cc1ccc(-c2ccc(O*)s2)s1,*Cc1ccc(-c2ccc(O*)s2)s1,4.19,4.200296152377581,4.511291666666669,4.975134776889119,4.606386307144548
*NC(=S)c1ccc(C(*)=S)s1,*NC(=S)c1ccc(C(*)=S)s1,6.57,6.104440947576933,6.546499999999997,6.41270628135537,6.3946437907581934
*c1ccc(CC(F)(F)C(*)(F)F)s1,*c1ccc(CC(F)(F)C(*)(F)F)s1,3.59,3.6017086219535495,3.7685249999999995,3.646048460767523,3.685167951536716
*c1ccc(-c2ccc(Oc3ccc(*)s3)s2)cc1,*c1ccc(-c2ccc(Oc3ccc(*)s3)s2)cc1,5.22,6.489159043168232,4.750766666666667,4.677852609844939,5.1311422607333865
*CCCCCOC(=O)O*,*CCCCCOC(=O)O*,3.09,3.425557061081234,3.31181666666667,3.3270634536054975,3.3439483408233523
*C(=S)OC(=S)c1ccc(*)s1,*C(=S)OC(=S)c1ccc(*)s1,6.22,6.152325132998685,6.5477166666666555,6.665243859113631,6.497732623668782
*C(=S)C(F)(F)NC(*)(F)F,*C(=S)C(F)(F)NC(*)(F)F,4.49,4.629806234464362,3.9233083333333325,3.9324820002630054,4.091940330889189
*CCOC(=O)NCCOCCOCCNC(=O)O*,*CCOC(=O)NCCOCCOCCNC(=O)O*,3.53,3.378165548088093,3.609275000000001,3.881805197242537,3.6538262718870853
*Cc1ccc(NC(*)=S)s1,*Cc1ccc(NC(*)=S)s1,4.42,4.535423998411586,4.952166666666668,4.968252390419114,4.8604752529422015
*CNCc1ccc(*)s1,*CNCc1ccc(*)s1,3.53,4.034698535737177,4.026658333333334,4.018800618657957,4.02569595371984
*c1ccc(-c2ccc(C(=S)c3ccc(*)s3)s2)cc1,*c1ccc(-c2ccc(C(=S)c3ccc(*)s3)s2)cc1,9.09,5.6820221151211285,6.203699999999999,6.708603978261033,6.264357327708316
*Nc1cccc(C(*)=O)c1,*Nc1cccc(C(*)=O)c1,4.43,5.22351668116381,4.56535,4.807527104201303,4.806996537800615
*C(=S)C(F)(F)CC(*)(F)F,*C(=S)C(F)(F)CC(*)(F)F,3.78,4.085667926513797,3.909308333333332,3.6325781453790613,3.8504262807007206
*C(=O)c1ccc(-c2ccc(C(*)=S)s2)cc1,*C(=O)c1ccc(-c2ccc(C(*)=S)s2)cc1,5.75,6.264438690615512,6.001991666666666,6.051582129080304,6.081347821117787
*NCNC(=O)OC(=O)NC(*)=O,*NCNC(=O)OC(=O)NC(*)=O,4.67,4.823652496888253,4.755700000000002,4.339962304946557,4.621145449329629
*Cc1ccc(-c2ccc(C(*)=S)s2)s1,*Cc1ccc(-c2ccc(C(*)=S)s2)s1,5.34,4.9684380156304,4.864908333333335,5.120459553445047,4.981616506540338
*CC(=O)CC(*)=S,*CC(=O)CC(*)=S,3.82,4.103499356529407,4.245500000000003,4.724130463201601,4.385488933611155
*CNc1ccc(N*)s1,*CNc1ccc(N*)s1,4.18,4.844999622734718,4.276016666666667,4.264336305490347,4.404924780191085
*Cc1ccc(C(=O)c2ccc(*)cc2)cc1,*Cc1ccc(C(=O)c2ccc(*)cc2)cc1,3.96,3.692138598020505,4.084741666666668,4.1738578366244,4.025128200137721
*Nc1ccc(-c2ccc(C(*)=S)cc2)s1,*Nc1ccc(-c2ccc(C(*)=S)cc2)s1,5.47,5.9459154073911495,5.934724999999997,6.273828883181853,6.060064424483882
*CC(*)(F)F,*CC(*)(F)F,3.37,3.563432562618106,3.317250000000003,3.432473537092977,3.4165529405646775
*CCOCCOC(=O)O*,*CCOCCOC(=O)O*,3.32,3.525508809246481,3.4660500000000014,3.7411363066583085,3.579515823490289
*OC1C(CO)OC(*)C(O)C1O,*OC1C(CO)OC(*)C(O)C1O,3.78,2.7941791496723445,3.6721166666666676,3.377133270510158,3.359935890310452
*NC(F)(F)CC(*)(F)F,*NC(F)(F)CC(*)(F)F,3.9,3.409455661017433,3.9406583333333263,3.859909908295159,3.78714056574003
*CCOC(=O)CCCCCCC(=O)O*,*CCOC(=O)CCCCCCC(=O)O*,3.16,3.0717647541297426,3.3798666666666675,3.230947934279367,3.2538811157841527
*Cc1ccc(-c2ccc(C(*)=S)cc2)s1,*Cc1ccc(-c2ccc(C(*)=S)cc2)s1,4.8,4.365841406716898,4.585783333333331,4.476201325682268,4.494662046003009
*CCCCOC(=O)c1ccc(C(=O)O*)cc1,*CCCCOC(=O)c1ccc(C(=O)O*)cc1,3.59,3.629710349513007,3.324474999999999,3.1468069813518826,3.331598731074799
*CO*,*CO*,3.72,4.014529721486891,3.5826249999999993,3.498772434395653,3.6533394713068836
*CCOC(=O)c1ccc(C(=O)O*)cc1,*CCOC(=O)c1ccc(C(=O)O*)cc1,3.82,4.044769114178499,3.6060166666666658,3.85531119279634,3.798898676251401
*CNc1ccc(-c2ccc(*)s2)cc1,*CNc1ccc(-c2ccc(*)s2)cc1,4.42,4.464121473000933,4.451199999999996,4.245186034492493,4.379667436830441
*CNOc1ccc(*)cc1,*CNOc1ccc(*)cc1,3.65,3.9343355126085147,3.8829916666666677,3.732686273521944,3.8406102982007626
*NC(=O)c1ccc(O*)s1,*NC(=O)c1ccc(O*)s1,4.85,4.938267328752594,4.627966666666668,4.611017501394908,4.6944394452050515
*Nc1ccc(Oc2ccc(*)cc2)cc1,*Nc1ccc(Oc2ccc(*)cc2)cc1,4.38,4.289356990875452,4.269616666666661,3.9569502596920567,4.161082332409991
*CCc1ccc(O*)cc1,*CCc1ccc(O*)cc1,3.46,3.180055095697695,3.368358333333335,3.6985060401117087,3.4437774068746267
*Nc1ccc(-c2ccc(-c3ccc(*)s3)s2)s1,*Nc1ccc(-c2ccc(-c3ccc(*)s3)s2)s1,7.17,7.296167505888371,5.876541666666665,6.832244969101484,6.554584222161691
*OCC(F)(F)C(*)(F)F,*OCC(F)(F)C(*)(F)F,3.5,3.3270380430836246,3.678949999999997,3.824062547297381,3.6491227419733447
*C(=S)C(=O)CCNc1ccc(C(=S)c2ccc(*)cc2)cc1,*C(=S)C(=O)CCNc1ccc(C(=S)c2ccc(*)cc2)cc1,6.47,5.118227065635978,5.322049999999999,5.351821729771686,5.285132197250542
*CCCN*,*CCCN*,3.03,3.591363416732549,3.0269666666666692,3.1431903546906863,3.20108987701952
*OC(F)(F)c1ccc(C(*)(F)F)s1,*OC(F)(F)c1ccc(C(*)(F)F)s1,3.93,3.222051165152921,3.920033333333335,3.6097139587860823,3.6444098988723224
*NOC(=O)NCC(=O)NC(*)=O,*NOC(=O)NCC(=O)NC(*)=O,5.02,5.355017132066178,4.528474999999998,5.007172360258197,4.8951155789248455
*NOC(F)(F)C(*)(F)F,*NOC(F)(F)C(*)(F)F,3.73,3.5832461269906073,3.8617083333333335,3.7137861661395353,3.7430187744148244
*Nc1ccc(NC(=O)NC(=O)NC(*)=O)s1,*Nc1ccc(NC(=O)NC(=O)NC(*)=O)s1,5.34,6.207181842151304,5.419716666666666,6.098351770834427,5.849570765972041
*OC(F)(F)OC(*)(F)F,*OC(F)(F)OC(*)(F)F,3.8,3.446179705360577,3.5863500000000013,3.585902994055659,3.5533900555485904
*NC(=O)C(=S)O*,*NC(=O)C(=S)O*,6.14,6.0744145276999735,6.070974999999995,6.105931736213273,6.084430579834056
*Cc1ccc(C(=S)c2ccc(*)cc2)cc1,*Cc1ccc(C(=S)c2ccc(*)cc2)cc1,4.09,4.939819483179007,4.443599999999998,5.262759671563897,4.8561616416790905
*Nc1ccc(Nc2ccc(*)s2)cc1,*Nc1ccc(Nc2ccc(*)s2)cc1,5.07,4.951468155719185,5.071749999999998,4.9726404979393815,5.007737959388398
*Cc1ccc(Cc2ccc(*)s2)s1,*Cc1ccc(Cc2ccc(*)s2)s1,3.65,3.3540267827794907,4.104958333333327,4.335721850465642,4.012762169758565
*CNCNC(=O)NC(=O)N*,*CNCNC(=O)NC(=O)N*,3.92,3.9227656118582113,4.215658333333335,4.635431807931159,4.299040099858451
*Oc1ccc(Oc2ccc(*)cc2)s1,*Oc1ccc(Oc2ccc(*)cc2)s1,3.82,3.779007832141999,4.164425000000002,3.8974219462370643,3.977614128508571
*CNC(=S)C(*)=O,*CNC(=S)C(*)=O,5.35,4.058862079524657,4.97564166666667,5.057811213522357,4.790863189994638
*c1ccc(C(F)(F)C(=O)C(*)(F)F)s1,*c1ccc(C(F)(F)C(=O)C(*)(F)F)s1,4.05,3.9374381447978055,3.8166666666666695,4.03842580282187,3.9251799278786317
*Cc1ccc(-c2ccc(-c3ccc(*)s3)s2)s1,*Cc1ccc(-c2ccc(-c3ccc(*)s3)s2)s1,4.39,6.150979795731736,4.539741666666668,6.136734485478293,5.494700574696569
*C(=O)c1ccc(C(=S)c2ccc(*)s2)cc1,*C(=O)c1ccc(C(=S)c2ccc(*)s2)cc1,5.13,6.042086614935704,5.998983333333323,6.410969065310128,6.158165781279798
*CCCCCCN1C(=O)c2ccc(C(=O)c3ccc4c(c3)C(=O)N(*)C4=O)cc2C1=O,*CCCCCCN1C(=O)c2ccc(C(=O)c3ccc4c(c3)C(=O)N(*)C4=O)cc2C1=O,3.79,4.458434412157298,4.147441666666664,4.611283246423874,4.388073573311372
*OCCCCONC(*)=O,*OCCCCONC(*)=O,3.69,3.949016843926574,3.8241916666666658,4.153398635556648,3.9725385962933166
*C(=O)c1ccc(-c2ccc(C(*)=S)cc2)cc1,*C(=O)c1ccc(-c2ccc(C(*)=S)cc2)cc1,5.49,5.183724903658804,5.127966666666669,5.329016308921528,5.213772882805134
*NC(=S)Nc1ccc(NC(=S)Nc2ccc(Oc3ccc(*)cc3)cc2)cc1,*NC(=S)Nc1ccc(NC(=S)Nc2ccc(Oc3ccc(*)cc3)cc2)cc1,5.43,5.128756370504594,5.600033333333337,5.825279112320551,5.571276143250975
*CCC(=O)N*,*CCC(=O)N*,3.61,3.693025501685783,3.3846833333333355,3.472678720565774,3.48867706699845
*CC(=O)c1ccc(-c2ccc(*)s2)s1,*CC(=O)c1ccc(-c2ccc(*)s2)s1,4.89,4.924437204641047,4.742483333333331,4.676367297070081,4.761131106357671
*CCCc1ccc(*)s1,*CCCc1ccc(*)s1,3.2,3.52934993837382,3.4961666666666678,3.547655182548688,3.5225647444656834
*Cc1ccc(C*)cc1,*Cc1ccc(C*)cc1,3.97,3.069685498103511,3.5595750000000055,3.404537265217382,3.3888388710940514
*CC(*)F,*CC(*)F,3.36,3.4860445847048402,3.1253666666666673,3.3190235210043872,3.279845009533505
*NOc1ccc(O*)cc1,*NOc1ccc(O*)cc1,4.11,3.677534850971124,4.307791666666671,4.274390147818934,4.148231161886699
*Nc1ccc(NO*)cc1,*Nc1ccc(NO*)cc1,4.2,4.990951735864978,4.5125,4.353120334449109,4.56677281318962
*Cc1ccc(C(=O)c2ccc(*)s2)cc1,*Cc1ccc(C(=O)c2ccc(*)s2)cc1,4.07,4.6315468049864545,4.330591666666666,4.144399455894056,4.333628991747096
*CCC(=O)OC(=O)Cc1ccc(-c2ccc(*)cc2)cc1,*CCC(=O)OC(=O)Cc1ccc(-c2ccc(*)cc2)cc1,3.47,3.3159109330138525,3.585208333333331,3.73148837901789,3.57513440959008
*Nc1ccc(-c2ccc(C(*)=S)cc2)cc1,*Nc1ccc(-c2ccc(C(*)=S)cc2)cc1,4.84,5.483375859871576,5.86558333333333,5.202503928144817,5.5361842691746315
*C(=S)C(F)(F)c1ccc(C(*)(F)F)s1,*C(=S)C(F)(F)c1ccc(C(*)(F)F)s1,3.9,4.346922040011402,4.355533333333329,4.732568352383313,4.489966597096333
*C(=S)c1ccc(-c2ccc(-c3ccc(*)cc3)cc2)s1,*C(=S)c1ccc(-c2ccc(-c3ccc(*)cc3)cc2)s1,6.66,5.500240551624012,5.69139166666666,5.249113340047057,5.486604966720014
*Cc1ccc(C(=S)c2ccc(*)s2)cc1,*Cc1ccc(C(=S)c2ccc(*)s2)cc1,4.17,4.982194540937925,4.714424999999995,4.330673290130594,4.638200912550192
*NC(=O)NC(=O)c1ccc(C(=S)c2ccc(-c3ccc(*)s3)s2)s1,*NC(=O)NC(=O)c1ccc(C(=S)c2ccc(-c3ccc(*)s3)s2)s1,6.31,8.6180932644848,6.899566666666654,7.7401480616501495,7.605886044584355
*C(=O)c1ccc(C(=O)c2ccc(*)cc2)cc1,*C(=O)c1ccc(C(=O)c2ccc(*)cc2)cc1,4.54,5.0108579685736165,4.481083333333337,4.498279712924672,4.611267601840874
*NC(=O)c1ccc(-c2ccc(*)s2)cc1,*NC(=O)c1ccc(-c2ccc(*)s2)cc1,5.23,5.157555335137177,5.541466666666666,4.636967955021119,5.124299766048236
*Cc1ccc(C(=O)O*)s1,*Cc1ccc(C(=O)O*)s1,4.17,4.370432004775667,4.24040833333333,4.386718944964758,4.323781830255921
*c1ccc(C(=O)C(F)(F)C(*)(F)F)cc1,*c1ccc(C(=O)C(F)(F)C(*)(F)F)cc1,3.85,3.4984086015698974,3.8723750000000017,3.6888274603861086,3.718445851874088
*CC(=O)O*,*CC(=O)O*,3.99,3.7711164065934026,3.7886166666666674,3.974943765219162,3.8519532114269346
*NC(=O)C(=S)c1ccc(*)cc1,*NC(=O)C(=S)c1ccc(*)cc1,5.85,7.156101112396521,5.573975000000002,5.676229801038752,5.981179407613481
*c1cccc(*)n1,*c1cccc(*)n1,4.35,4.556772254928003,4.0744833333333315,3.9387323537215186,4.138205175321398
*NC(=S)OC(*)=S,*NC(=S)OC(*)=S,6.0,5.829825392161405,6.048525000000003,5.69623054808717,5.869857262454078
*Nc1ccc(C(=O)C(*)=S)cc1,*Nc1ccc(C(=O)C(*)=S)cc1,5.95,5.242127595765431,5.414983333333332,5.798764534644544,5.513426789445917
*Nc1ccc(-c2ccc(O*)cc2)cc1,*Nc1ccc(-c2ccc(O*)cc2)cc1,4.41,4.6082908167147,4.347050000000005,4.200446940427402,4.355121881389282
*CNOC(*)=S,*CNOC(*)=S,3.89,4.5420757586094975,4.541658333333333,4.289144629391506,4.450371812031584
